ImageNumber,ObjectNumber,FileName_FAD,FileName_NADH,PathName_FAD,PathName_NADH,Intensity_IntegratedIntensityEdge_GaussianFilterFAD,Intensity_IntegratedIntensityEdge_GaussianFilterNADH,Intensity_IntegratedIntensity_GaussianFilterFAD,Intensity_IntegratedIntensity_GaussianFilterNADH,Intensity_LowerQuartileIntensity_GaussianFilterFAD,Intensity_LowerQuartileIntensity_GaussianFilterNADH,Intensity_MADIntensity_GaussianFilterFAD,Intensity_MADIntensity_GaussianFilterNADH,Intensity_MassDisplacement_GaussianFilterFAD,Intensity_MassDisplacement_GaussianFilterNADH,Intensity_MaxIntensityEdge_GaussianFilterFAD,Intensity_MaxIntensityEdge_GaussianFilterNADH,Intensity_MaxIntensity_GaussianFilterFAD,Intensity_MaxIntensity_GaussianFilterNADH,Intensity_MeanIntensityEdge_GaussianFilterFAD,Intensity_MeanIntensityEdge_GaussianFilterNADH,Intensity_MeanIntensity_GaussianFilterFAD,Intensity_MeanIntensity_GaussianFilterNADH,Intensity_MedianIntensity_GaussianFilterFAD,Intensity_MedianIntensity_GaussianFilterNADH,Intensity_MinIntensityEdge_GaussianFilterFAD,Intensity_MinIntensityEdge_GaussianFilterNADH,Intensity_MinIntensity_GaussianFilterFAD,Intensity_MinIntensity_GaussianFilterNADH,Intensity_StdIntensityEdge_GaussianFilterFAD,Intensity_StdIntensityEdge_GaussianFilterNADH,Intensity_StdIntensity_GaussianFilterFAD,Intensity_StdIntensity_GaussianFilterNADH,Intensity_UpperQuartileIntensity_GaussianFilterFAD,Intensity_UpperQuartileIntensity_GaussianFilterNADH,Location_CenterMassIntensity_X_GaussianFilterFAD,Location_CenterMassIntensity_X_GaussianFilterNADH,Location_CenterMassIntensity_Y_GaussianFilterFAD,Location_CenterMassIntensity_Y_GaussianFilterNADH,Location_CenterMassIntensity_Z_GaussianFilterFAD,Location_CenterMassIntensity_Z_GaussianFilterNADH,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_GaussianFilterFAD,Location_MaxIntensity_X_GaussianFilterNADH,Location_MaxIntensity_Y_GaussianFilterFAD,Location_MaxIntensity_Y_GaussianFilterNADH,Location_MaxIntensity_Z_GaussianFilterFAD,Location_MaxIntensity_Z_GaussianFilterNADH
1,1,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,0.6952869535889477,1.2316999188624322,2.0863800290971994,3.916609493084252,0.0051546875620260835,0.008718189550563693,0.0006136514712125063,0.002053151372820139,0.14489459734554097,0.15366610008840875,0.008036669343709946,0.015146033838391304,0.008734212256968021,0.016923537477850914,0.005746173170156592,0.010179338172416796,0.005779446063981162,0.010849333775856654,0.00575449550524354,0.010879835113883018,0.003500594524666667,0.005949084181338549,0.003500594524666667,0.005949084181338549,0.0009172815599283941,0.002286237508086219,0.0009103774670725272,0.0024890372803789843,0.006386894732713699,0.012809958774596453,594.5864616565295,594.5475180490578,20.975387774846137,20.89683820868395,0.0,0.0,594.7008310249307,20.886426592797783,0,596.0,594.0,26.0,18.0,0.0,0.0
1,2,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.9476909267250448,3.360891985706985,4.165688716806471,7.762577950954437,0.005108761368319392,0.00916593661531806,0.0005605225451290607,0.0014519644901156425,0.21617118938925783,0.07593190923695459,0.007993091829121113,0.013781022280454636,0.008055315352976322,0.01554920244961977,0.005629164528107066,0.009713560652332327,0.005675325227256773,0.010575719279229479,0.005660595837980509,0.01054830476641655,0.0033833777997642756,0.006369617767632008,0.0033833777997642756,0.006369617767632008,0.00085757725635166,0.00133994203306956,0.0008424750112218927,0.0018889855914952132,0.006221929332241416,0.012072160374373198,108.76490187382983,108.76923611815957,28.934795214129924,29.152871181831983,0.0,0.0,108.84332425068119,29.13623978201635,0,120.0,104.0,22.0,23.0,0.0,0.0
1,3,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.198410858400166,2.118254277855158,3.7658687802031636,7.144240263849497,0.005138227948918939,0.00908778258599341,0.0005483068525791168,0.0016985367983579636,0.0716546668113313,0.1029566155686021,0.008057435974478722,0.015353535301983356,0.008207391947507858,0.017632873728871346,0.005626342058216742,0.009944855764578205,0.005697229622092532,0.010808230353781386,0.005638545379042625,0.010725838132202625,0.0037061856128275394,0.006283797789365053,0.0037061856128275394,0.006283797789365053,0.0007899322178939153,0.0016507530505874156,0.000813820800633696,0.0022880397842714316,0.006209042621776462,0.012473399052396417,571.054512130724,571.166595676979,26.175758805550068,26.183817998033405,0.0,0.0,571.0816944024206,26.242057488653554,0,564.0,574.0,29.0,21.0,0.0,0.0
1,4,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.3436338936444372,2.346460344735533,5.061274867737666,9.774961572140455,0.005046282894909382,0.008975217118859291,0.0005484914872795343,0.0018855473026633263,0.2417651122037259,0.07215933317886969,0.008865741081535816,0.015641845762729645,0.008865741081535816,0.017731767147779465,0.005621899136587604,0.009817825710190515,0.005617397189497964,0.010849013953541016,0.00557148945517838,0.010794685687869787,0.0033412855118513107,0.006162299308925867,0.0033412855118513107,0.006085505709052086,0.0009019515502397453,0.001906994469908066,0.000849756614438917,0.0023749396589917596,0.0061481999000534415,0.012747110100463033,668.4149099412646,668.1107593337676,26.489463592934573,26.419684445180753,0.0,0.0,668.1764705882352,26.449500554938957,0,675.0,664.0,18.0,22.0,0.0,0.0
1,5,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.1192980653140694,1.9655925878323615,2.44769984530285,4.6489327205345035,0.004874622914940119,0.009115330874919891,0.0006759176030755043,0.0016015833243727684,0.1799155399930862,0.06370113085583778,0.008032729849219322,0.015309871174395084,0.00874603632837534,0.015309871174395084,0.0055137835729757115,0.009682722107548579,0.005562954193870114,0.010565756183032963,0.005517507903277874,0.010392924770712852,0.0030927846673876047,0.006229212041944265,0.0030927846673876047,0.006229212041944265,0.0009159664543036671,0.0016047730273272042,0.0010093935397889283,0.0020150186036391785,0.006233776453882456,0.012245823629200459,775.3328258103129,775.1796504688542,21.187294989511457,21.090531346568,0.0,0.0,775.1568181818182,21.15,0,778.0,788.0,25.0,9.0,0.0,0.0
1,6,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,0.8221748103387654,1.4455782757140696,2.7463828863110393,5.1897752825170755,0.004968053195625544,0.008830633014440536,0.0006683138199150562,0.0019986340776085854,0.1379106489456877,0.21258924454273231,0.008217073045670986,0.014799701981246471,0.008217073045670986,0.015690740197896957,0.005555235204991658,0.009767420781851822,0.005674344806427767,0.010722676203547677,0.00564937386661768,0.010746599175035954,0.0035541437100619078,0.006489425897598267,0.0034980224445462227,0.006340547930449247,0.0009135795058921552,0.0019071355490568294,0.0009246250185160265,0.002263834520082307,0.0062802741304039955,0.012846291065216064,857.390051789219,857.2962713424802,24.110789237752417,24.165908944624427,0.0,0.0,857.50826446281,24.181818181818183,0,860.0,839.0,16.0,22.0,0.0,0.0
1,7,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.7390024105552584,3.0529614705592394,5.587068174267188,10.63514943793416,0.004992024973034859,0.008834872394800186,0.0006017908453941345,0.0017667505890130997,0.33181547658724336,0.030819302742818543,0.009036902338266373,0.015521609224379063,0.009036902338266373,0.016957653686404228,0.005609685195339543,0.009848262808255612,0.005654927301889866,0.010764321293455628,0.005598211195319891,0.01089839730411768,0.003082044655457139,0.006334066390991211,0.003082044655457139,0.006232057232409716,0.0009101580202236262,0.001732492711258348,0.0009176499930037655,0.002241675630953188,0.00619558384642005,0.012380799278616905,642.9164656222865,643.0110635426452,39.97692035955806,40.28546421307881,0.0,0.0,642.9848178137652,40.30161943319838,0,646.0,640.0,30.0,36.0,0.0,0.0
1,8,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.8358643297106028,3.055187659803778,3.980617806315422,7.332762406207621,0.005171584198251367,0.00911781657487154,0.0005666350480169058,0.0015485715121030807,0.3292683530143581,0.034722606590345984,0.008357759565114975,0.014187841676175594,0.008357759565114975,0.01516377180814743,0.005755060594704084,0.009577390783083943,0.0057440372385503926,0.01058118673334433,0.005717679159715772,0.010660381056368351,0.0036418645177036524,0.006513539236038923,0.0033342335373163223,0.006513539236038923,0.0008450593428665027,0.0014833900158618815,0.0008626277282337921,0.0019686434975175276,0.006307964795269072,0.012210514629259706,147.12271691986632,146.80765367429524,44.6860467761926,44.506455957299195,0.0,0.0,146.84126984126985,44.515151515151516,0,162.0,145.0,43.0,42.0,0.0,0.0
1,9,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.4863338177092373,2.6862559635192156,3.683223511092365,6.991928635630757,0.005010317079722881,0.008960319217294455,0.0005639877635985613,0.001482007559388876,0.09912260199289069,0.09694716684656676,0.009500459767878056,0.013763166964054108,0.009500459767878056,0.015565307810902596,0.005504940065589768,0.00994909616118228,0.0055891100320066235,0.010609906882595988,0.005583314457908273,0.010828119236975908,0.0037553536240011454,0.006665355991572142,0.0037553536240011454,0.0064049893990159035,0.0009271744506868086,0.0014552916129589152,0.0008502948334802565,0.0020143979122060653,0.006132640526629984,0.012041087495163083,175.23094476483223,175.381780454395,39.86382850299759,39.73857879186612,0.0,0.0,175.30652503793627,39.79969650986343,0,170.0,180.0,56.0,42.0,0.0,0.0
1,10,samp1__860_64P_37_1_003.tif,samp1__750_7P_27_1_002.tif,/Users/Maddie/Downloads/mcf7_trial3_t96,/Users/Maddie/Downloads/mcf7_trial3_t96,1.4649972384795547,2.558835592120886,4.794923156034201,9.250333955977112,0.005019849515520036,0.00909765949472785,0.0005645724013447762,0.0016753152012825012,0.07345207798119316,0.21142056781031798,0.008209900930523872,0.015063018538057804,0.008342861197888851,0.01678459905087948,0.005678283870075794,0.009917967411321263,0.005608097258519534,0.010819104042078493,0.005589771782979369,0.010808930732309818,0.0039526233449578285,0.006293701473623514,0.0030571441166102886,0.006293701473623514,0.0008509676504904258,0.0016462191255968465,0.0008313610159556147,0.002243314332976701,0.006153243477456272,0.01244840444996953,508.16918769247565,508.26063579301433,40.106366015829245,40.22636354548443,0.0,0.0,508.0970760233918,40.09239766081871,0,498.0,510.0,26.0,43.0,0.0,0.0
