ImageNumber,ObjectNumber,FileName_FAD,FileName_NADH,PathName_FAD,PathName_NADH,Intensity_IntegratedIntensityEdge_GaussianFilterFAD,Intensity_IntegratedIntensityEdge_GaussianFilterNADH,Intensity_IntegratedIntensity_GaussianFilterFAD,Intensity_IntegratedIntensity_GaussianFilterNADH,Intensity_LowerQuartileIntensity_GaussianFilterFAD,Intensity_LowerQuartileIntensity_GaussianFilterNADH,Intensity_MADIntensity_GaussianFilterFAD,Intensity_MADIntensity_GaussianFilterNADH,Intensity_MassDisplacement_GaussianFilterFAD,Intensity_MassDisplacement_GaussianFilterNADH,Intensity_MaxIntensityEdge_GaussianFilterFAD,Intensity_MaxIntensityEdge_GaussianFilterNADH,Intensity_MaxIntensity_GaussianFilterFAD,Intensity_MaxIntensity_GaussianFilterNADH,Intensity_MeanIntensityEdge_GaussianFilterFAD,Intensity_MeanIntensityEdge_GaussianFilterNADH,Intensity_MeanIntensity_GaussianFilterFAD,Intensity_MeanIntensity_GaussianFilterNADH,Intensity_MedianIntensity_GaussianFilterFAD,Intensity_MedianIntensity_GaussianFilterNADH,Intensity_MinIntensityEdge_GaussianFilterFAD,Intensity_MinIntensityEdge_GaussianFilterNADH,Intensity_MinIntensity_GaussianFilterFAD,Intensity_MinIntensity_GaussianFilterNADH,Intensity_StdIntensityEdge_GaussianFilterFAD,Intensity_StdIntensityEdge_GaussianFilterNADH,Intensity_StdIntensity_GaussianFilterFAD,Intensity_StdIntensity_GaussianFilterNADH,Intensity_UpperQuartileIntensity_GaussianFilterFAD,Intensity_UpperQuartileIntensity_GaussianFilterNADH,Location_CenterMassIntensity_X_GaussianFilterFAD,Location_CenterMassIntensity_X_GaussianFilterNADH,Location_CenterMassIntensity_Y_GaussianFilterFAD,Location_CenterMassIntensity_Y_GaussianFilterNADH,Location_CenterMassIntensity_Z_GaussianFilterFAD,Location_CenterMassIntensity_Z_GaussianFilterNADH,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_GaussianFilterFAD,Location_MaxIntensity_X_GaussianFilterNADH,Location_MaxIntensity_Y_GaussianFilterFAD,Location_MaxIntensity_Y_GaussianFilterNADH,Location_MaxIntensity_Z_GaussianFilterFAD,Location_MaxIntensity_Z_GaussianFilterNADH
1,1,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.063817594666034,1.9475507335737348,6.866359818028286,13.87855629529804,0.005519683472812176,0.010779579170048237,0.0005703039932996035,0.0016108416020870209,0.24210698698517183,0.2126512142504597,0.00857497751712799,0.019104763865470886,0.008709637448191643,0.019104763865470886,0.006221155524362772,0.011389185576454589,0.006114300817478438,0.012358465089312591,0.00606758170761168,0.012239469215273857,0.003973815590143204,0.007989587262272835,0.003839766373857856,0.007123613264411688,0.0009314409440145636,0.0023142206376861037,0.0008256977560184135,0.0022086085001902698,0.006660815328359604,0.013994493056088686,257.79367650794177,257.90512662320987,30.34522042165589,30.646076987639564,0.0,0.0,258.0071237756011,30.459483526268922,0,254.0,270.0,21.0,46.0,0.0,0.0
1,2,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,0.6287163831293583,1.0806455230340362,3.373322071507573,6.450348398648202,0.005820176564157009,0.010659444145858288,0.000532122328877449,0.00151797104626894,0.3264473389352162,0.16362053153039652,0.00842343084514141,0.013950465247035027,0.009077122434973717,0.01762760616838932,0.006287163831293583,0.010806455230340361,0.006388867559673434,0.012216568936833717,0.006389344111084938,0.012056571431457996,0.003935267683118582,0.008355466648936272,0.003935267683118582,0.008355466648936272,0.0007435646805415929,0.0014061689688308775,0.0008336926875252257,0.002039995304782553,0.00689852936193347,0.013706525787711143,707.8767058283853,707.8590365045094,26.10342322571291,26.55330678970089,0.0,0.0,707.9545454545455,26.420454545454547,0,709.0,704.0,19.0,34.0,0.0,0.0
1,3,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,0.6466537625528872,1.0868508615531027,2.434753426350653,4.703055491205305,0.0055051015224307775,0.010289735160768032,0.0005615409463644028,0.0013400893658399582,0.115288773715377,0.07115606931403586,0.008078581653535366,0.01559316273778677,0.008078581653535366,0.016271332278847694,0.006339742770126345,0.010655400603461792,0.006056600563061326,0.01169914301294852,0.006044302135705948,0.011476194486021996,0.004294284153729677,0.007739920634776354,0.004179233685135841,0.007739920634776354,0.0007289017515805058,0.0014216184472859816,0.0007840479911288367,0.0018943188114044233,0.006627657916396856,0.013048655353486538,754.8911254529677,754.9107784893222,35.1387233189535,35.31927700238359,0.0,0.0,754.8830845771145,35.25373134328358,0,761.0,759.0,30.0,37.0,0.0,0.0
1,4,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.3636344326660037,2.2437660731375217,4.943455526139587,8.969206931069493,0.0056695109233260155,0.010015900013968349,0.0005918913520872593,0.00138169527053833,0.6654120772016763,0.20464338330643614,0.009126463904976845,0.015868283808231354,0.009126463904976845,0.019560862332582474,0.006432237889933979,0.010583802231780763,0.006329648560998191,0.011484259834916124,0.00625458057038486,0.011379829607903957,0.004561514127999544,0.00784133281558752,0.003688538447022438,0.007504971232265234,0.0010155433807667396,0.0014530407352692715,0.0008823681090349127,0.002003019540012578,0.006892916280776262,0.012773597612977028,471.9415408126386,472.1072152355529,44.13271096603728,43.27861508822542,0.0,0.0,472.0717029449424,43.48015364916773,0,462.0,474.0,67.0,36.0,0.0,0.0
1,5,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.3448711419478059,2.3417868176475167,4.7876172894611955,9.14513027574867,0.005530681693926454,0.010143770836293697,0.0005539979320019484,0.001453146804124117,0.19431588985408896,0.23898582368182314,0.009102187119424343,0.014461496844887733,0.009102187119424343,0.017038455232977867,0.006140964118483132,0.010693090491541173,0.006098875527976045,0.011649847485030153,0.0060640869196504354,0.011574889533221722,0.004245293326675892,0.007620019372552633,0.004145453684031963,0.007620019372552633,0.0008581265345682154,0.0014099503929656668,0.0008146097430216777,0.0019238501094704166,0.006631479831412435,0.013045802945271134,723.8777121518984,723.8289582491922,39.29904517326544,38.89922020848427,0.0,0.0,723.9350318471338,39.113375796178346,0,732.0,720.0,60.0,44.0,0.0,0.0
1,6,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.2509652101434767,2.3352661058306694,4.453317333012819,8.911655310541391,0.0055515337735414505,0.010742552112787962,0.0005962229333817959,0.0016100723296403885,0.39870449883763975,0.35314832723479656,0.00819829199463129,0.017385093495249748,0.011345702223479748,0.018641144037246704,0.005985479474370702,0.011173522037467317,0.006202391828708662,0.012411776198525615,0.006127888802438974,0.012149331159889698,0.004096070770174265,0.007820969447493553,0.004056022502481937,0.007820969447493553,0.0008075406451010204,0.0021280621841430775,0.000967133146398984,0.0022738748814334236,0.006747739389538765,0.01404767669737339,414.47835180251207,414.49148069946773,49.44432750569327,49.18830150714843,0.0,0.0,414.83565459610026,49.26740947075209,0,403.0,424.0,56.0,48.0,0.0,0.0
1,7,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,0.8098277770914137,1.3403992773965,3.6047907201573253,6.564019075129181,0.005828479421325028,0.009930953616276383,0.0005755657330155373,0.0015744003467261791,0.2656624020593377,0.24925234975019717,0.008749947883188725,0.013222397305071354,0.008982199244201183,0.018675480037927628,0.006229444439164721,0.01031076367228077,0.00640282543544818,0.01165900368584224,0.006373523268848658,0.011597876437008381,0.004669340327382088,0.007776251994073391,0.004269503057003021,0.007478467188775539,0.0007101511272492586,0.0013317216935761092,0.0008226225312782714,0.0021867856531332134,0.00696880545001477,0.013130150968208909,571.8830340346136,571.8903395715245,45.46304762275551,45.438696916738,0.0,0.0,572.1225577264654,45.348134991119004,0,570.0,565.0,57.0,50.0,0.0,0.0
1,8,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.6657772683538496,2.9106969977729023,5.417014575563371,10.384343595709652,0.0054682339541614056,0.010014040861278772,0.0005215939600020647,0.0013941247016191483,0.08881373037051646,0.3823423300692734,0.00851192232221365,0.015758411958813667,0.00851192232221365,0.016747869551181793,0.0059920045624239195,0.010470133085514036,0.005998908721554121,0.011499826794805816,0.0059406147338449955,0.011517994105815887,0.004290621727705002,0.007583944592624903,0.004061483312398195,0.007583944592624903,0.0007579015915724163,0.0014747909901781109,0.0007439422127502835,0.0019180904953764542,0.006510572857223451,0.012774196919053793,130.6405417322175,131.08914996097914,54.43426596732497,54.33055273676609,0.0,0.0,130.70985603543744,54.37873754152824,0,116.0,155.0,57.0,49.0,0.0,0.0
1,9,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,1.559921826934442,2.6866265377029777,4.125131775392219,7.778883057180792,0.005519666243344545,0.010039253393188119,0.0005151527002453804,0.001279585063457489,0.19888231376442114,0.09802004403770435,0.008629490621387959,0.015545801259577274,0.008629490621387959,0.01634262688457966,0.006190165979898579,0.01066121641945626,0.00605746222524555,0.011422735766785303,0.006004326278343797,0.01133830938488245,0.003482591360807419,0.00773917231708765,0.003482591360807419,0.007562338840216398,0.0009276834205772801,0.0012710651417574721,0.0008405902099997439,0.0017734825069621706,0.0065660945838317275,0.012593084014952183,747.3531462679111,747.5294605571138,55.373919319220846,55.269770691229645,0.0,0.0,747.4566813509545,55.204111600587375,0,745.0,750.0,68.0,54.0,0.0,0.0
1,10,mcf7_t0_samp1_860_64P_37P_1-0003.tif,mcf7_t0_samp1_750_27P_7P_3-0002.tif,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,/Users/Maddie/Downloads/ORR_mcf7_trial1/t0/FIP,0.6476947548799217,1.2954195402562618,4.449662209721282,11.191897763404995,0.005438685417175293,0.012344870250672102,0.00048724934458732605,0.0021992544643580914,0.06770259911647689,0.35326471902374806,0.00878057535737753,0.01915310136973858,0.00878057535737753,0.030233699828386307,0.006168521475046873,0.012337328954821541,0.005940804018319468,0.014942453622703598,0.005926051875576377,0.01471604872494936,0.004210722632706165,0.0073243435472249985,0.003457817481830716,0.0073243435472249985,0.00080925395124757,0.0027823787202504377,0.0007843290621697839,0.0035776495213588944,0.006411306094378233,0.01672799326479435,252.30354186128542,252.55004977285816,53.33240633286857,53.580790747418355,0.0,0.0,252.35380507343123,53.287049399198935,0,247.0,250.0,64.0,57.0,0.0,0.0
